product_id,quantity,year,transaction
632219,29,2019,purchase
894852,6,2019,purchase
455596,21,2020,sale
389967,25,2020,sale
863092,15,2019,purchase
419431,2,2020,sale
127236,2,2020,sale
340256,8,2019,sale
992187,26,2019,purchase
492282,27,2020,sale
919845,9,2019,purchase
223004,3,2020,sale
722381,2,2020,purchase
891861,8,2020,purchase
521385,29,2020,purchase
260013,29,2019,sale
527246,13,2019,purchase
471615,13,2020,sale
141305,7,2019,sale
387365,24,2019,sale
191334,10,2020,sale
193799,15,2020,sale
455883,26,2019,sale
305650,11,2019,sale
636121,6,2020,purchase
571594,23,2020,purchase
434810,27,2020,sale
103496,15,2020,sale
879775,14,2019,purchase
256532,15,2019,sale
240917,23,2020,sale
210780,4,2019,sale
462631,23,2020,sale
528988,23,2019,purchase
455567,2,2020,sale
160484,14,2019,sale
990753,20,2019,purchase
487147,7,2019,sale
422548,9,2019,sale
377860,6,2020,sale
364097,12,2019,sale
428267,3,2019,sale
186423,24,2019,sale
371521,29,2019,sale
211042,16,2020,sale
521821,2,2020,purchase
942982,28,2019,purchase
594843,7,2019,purchase
427186,18,2020,sale
848927,12,2020,purchase
250577,14,2019,sale
890262,30,2020,purchase
676537,12,2020,purchase
305593,10,2019,sale
836145,15,2019,purchase
883079,3,2020,purchase
858424,27,2019,purchase
104062,5,2019,sale
717615,22,2020,purchase
982709,21,2019,purchase
220832,15,2019,sale
182971,30,2019,sale
161302,9,2020,sale
324383,5,2019,sale
234810,7,2020,sale
267672,1,2020,sale
777296,12,2020,purchase
902679,12,2020,purchase
760336,5,2019,purchase
290952,14,2020,sale
515049,3,2020,purchase
528068,11,2019,purchase
527160,28,2020,purchase
659926,29,2019,purchase
420567,18,2019,sale
107231,2,2019,sale
719664,25,2020,purchase
397174,17,2019,sale
367792,25,2020,sale
769494,26,2020,purchase
624388,24,2019,purchase
771958,20,2020,purchase
396599,4,2019,sale
929116,30,2020,purchase
308738,23,2019,sale
685080,6,2020,purchase
266425,1,2020,sale
852078,10,2019,purchase
679135,15,2020,purchase
352595,16,2019,sale
829808,3,2020,purchase
159625,17,2019,sale
399661,7,2020,sale
335240,3,2020,sale
658626,30,2020,purchase
190267,14,2020,sale
805108,27,2019,purchase
740594,19,2019,purchase
883560,15,2020,purchase
985963,9,2020,purchase
193506,4,2019,sale
483884,4,2019,sale
903567,28,2019,purchase
219758,7,2020,sale
148005,7,2019,sale
355826,4,2019,sale
813091,30,2019,purchase
994378,22,2019,purchase
397742,9,2019,sale
962797,23,2020,purchase
429298,1,2020,sale
107042,29,2020,sale
480090,26,2020,sale
437991,9,2019,sale
992765,24,2019,purchase
793260,18,2019,purchase
483763,1,2019,sale
641887,16,2020,purchase
168333,9,2020,sale
139530,30,2020,sale
771856,25,2019,purchase
526060,15,2020,purchase
443758,30,2019,sale
543226,10,2019,purchase
215635,20,2020,sale
301426,7,2019,sale
201464,11,2020,sale
368695,2,2020,sale
249286,16,2020,sale
377510,11,2020,sale
933066,23,2020,purchase
683345,18,2019,purchase
694640,20,2019,purchase
463762,25,2019,sale
177233,12,2019,sale
985963,13,2019,purchase
846517,30,2019,purchase
614329,9,2019,purchase
713599,29,2019,purchase
304079,6,2019,sale
272185,1,2020,sale
102150,16,2019,sale
877288,28,2020,purchase
181519,16,2019,sale
605475,25,2019,purchase
305593,28,2020,sale
587119,21,2019,purchase
301106,22,2020,sale
405497,14,2019,sale
409963,1,2019,sale
251950,27,2019,sale
382060,8,2019,sale
382516,20,2019,sale
344218,11,2020,sale
659416,12,2020,purchase
733564,13,2020,purchase
662063,18,2020,purchase
306360,24,2019,sale
447198,23,2020,sale
553972,14,2020,purchase
914753,11,2019,purchase
822524,26,2020,purchase
517272,30,2020,purchase
720032,23,2020,purchase
346615,7,2019,sale
405852,8,2019,sale
961577,4,2020,purchase
394687,29,2019,sale
522576,14,2020,purchase
819586,3,2020,purchase
182022,25,2020,sale
639780,28,2020,purchase
300459,24,2019,sale
216973,16,2019,sale
502021,10,2020,purchase
938887,21,2020,purchase
470665,19,2020,sale
293806,3,2019,sale
406164,4,2020,sale
153130,4,2019,sale
683345,7,2020,purchase
827498,7,2019,purchase
463931,25,2020,sale
848496,24,2020,purchase
485588,1,2020,sale
397407,11,2019,sale
136842,27,2019,sale
696743,14,2019,purchase
291896,17,2020,sale
852208,15,2019,purchase
201526,20,2019,sale
246950,12,2020,sale
436091,22,2019,sale
271917,8,2020,sale
621834,25,2019,purchase
170549,12,2020,sale
940036,13,2019,purchase
610904,9,2019,purchase
176136,16,2019,sale
291219,20,2019,sale
447327,6,2020,sale
828132,16,2020,purchase
319889,26,2020,sale
873093,13,2020,purchase
879775,13,2020,purchase
188605,28,2019,sale
659926,6,2020,purchase
365349,10,2019,sale
277407,8,2019,sale
804139,22,2020,purchase
232554,11,2019,sale
997900,27,2019,purchase
358517,21,2019,sale
162308,30,2019,sale
153130,12,2020,sale
149970,25,2019,sale
446759,30,2020,sale
632219,21,2020,purchase
325498,6,2019,sale
990903,11,2019,purchase
692646,11,2019,purchase
663798,8,2019,purchase
331265,28,2020,sale
964300,20,2020,purchase
518845,21,2020,purchase
273137,15,2019,sale
317577,10,2019,sale
428024,3,2020,sale
364165,5,2020,sale
241768,21,2020,sale
113436,30,2020,sale
183244,11,2019,sale
312706,3,2019,sale
148905,20,2019,sale
350371,30,2020,sale
915640,28,2020,purchase
589857,13,2019,purchase
268762,26,2019,sale
524378,6,2019,purchase
697711,10,2020,purchase
812113,27,2020,purchase
497199,8,2019,sale
101839,11,2020,sale
243114,7,2019,sale
341041,17,2019,sale
238532,9,2020,sale
360613,4,2020,sale
172781,18,2019,sale
204679,29,2019,sale
672997,6,2019,purchase
116650,10,2019,sale
281952,19,2020,sale
241768,8,2019,sale
110660,4,2019,sale
324217,3,2019,sale
459346,20,2019,sale
988340,4,2020,purchase
338325,16,2020,sale
145825,21,2019,sale
548073,7,2020,purchase
919461,30,2020,purchase
575502,10,2020,purchase
278444,23,2019,sale
217176,29,2019,sale
124036,21,2020,sale
108811,21,2020,sale
452566,5,2019,sale
625117,13,2020,purchase
689201,7,2019,purchase
484853,13,2020,sale
803990,25,2020,purchase
696926,25,2019,purchase
565028,10,2019,purchase
852078,23,2020,purchase
182089,14,2019,sale
182057,17,2020,sale
207774,5,2019,sale
481458,23,2019,sale
613343,10,2020,purchase
792254,21,2020,purchase
218978,28,2020,sale
717615,7,2019,purchase
614127,30,2020,purchase
691364,19,2020,purchase
512596,25,2019,purchase
790870,28,2020,purchase
375594,16,2019,sale
905851,13,2020,purchase
901653,17,2020,purchase
802981,9,2020,purchase
807066,7,2020,purchase
427186,5,2019,sale
584957,22,2020,purchase
162861,4,2020,sale
382412,10,2019,sale
934365,5,2020,purchase
425482,3,2020,sale
878682,13,2019,purchase
119583,24,2020,sale
209534,8,2019,sale
210044,2,2019,sale
115659,10,2019,sale
551277,13,2020,purchase
366402,30,2020,sale
414645,8,2019,sale
206465,10,2019,sale
307045,23,2019,sale
425653,19,2019,sale
501572,30,2019,purchase
110445,2,2020,sale
335524,7,2020,sale
492075,26,2020,sale
834157,27,2019,purchase
117760,8,2019,sale
932818,17,2020,purchase
984891,13,2020,purchase
398638,14,2019,sale
271810,19,2019,sale
244400,23,2020,sale
471609,14,2019,sale
362794,24,2020,sale
130111,20,2020,sale
253805,13,2020,sale
502863,9,2019,purchase
763088,9,2020,purchase
723117,19,2020,purchase
634768,8,2020,purchase
700460,16,2020,purchase
137220,23,2020,sale
348927,1,2020,sale
151577,20,2019,sale
131983,3,2020,sale
366493,17,2019,sale
480207,18,2019,sale
227476,2,2019,sale
368643,28,2020,sale
666917,18,2020,purchase
110142,13,2019,sale
738864,23,2019,purchase
930671,9,2020,purchase
472375,2,2020,sale
198767,27,2020,sale
360787,4,2019,sale
343722,11,2020,sale
444181,15,2019,sale
367425,19,2019,sale
468795,15,2020,sale
959258,12,2020,purchase
312017,8,2019,sale
429960,18,2019,sale
728510,5,2020,purchase
337825,8,2019,sale
948328,19,2019,purchase
103850,7,2020,sale
285835,18,2019,sale
246143,29,2020,sale
492049,21,2020,sale
202848,25,2019,sale
230379,2,2019,sale
478764,13,2019,sale
341041,20,2020,sale
293579,26,2020,sale
282237,15,2020,sale
505155,10,2020,purchase
630087,24,2019,purchase
205902,25,2019,sale
172781,7,2020,sale
406164,17,2019,sale
330356,1,2020,sale
999768,22,2019,purchase
684190,5,2020,purchase
323173,25,2019,sale
350980,12,2019,sale
180876,1,2019,sale
871649,15,2020,purchase
988796,18,2020,purchase
612267,25,2020,purchase
855600,19,2019,purchase
434312,5,2019,sale
677216,7,2020,purchase
317493,27,2020,sale
317877,27,2020,sale
796596,2,2019,purchase
588473,3,2020,purchase
280637,8,2020,sale
101892,22,2020,sale
519838,10,2019,purchase
415959,30,2020,sale
500583,25,2019,purchase
181417,18,2020,sale
643095,12,2019,purchase
507934,29,2020,purchase
347839,28,2020,sale
194408,9,2020,sale
326171,20,2019,sale
395425,22,2020,sale
716011,10,2020,purchase
153438,14,2020,sale
405852,14,2020,sale
377931,3,2020,sale
397407,12,2020,sale
454045,27,2019,sale
707403,6,2020,purchase
188202,7,2019,sale
523234,6,2020,purchase
466506,8,2019,sale
176458,18,2020,sale
498897,19,2019,sale
469710,30,2020,sale
485908,16,2019,sale
134910,23,2020,sale
436091,23,2020,sale
449537,29,2020,sale
613943,21,2019,purchase
357985,22,2020,sale
315082,21,2020,sale
493162,19,2019,sale
672997,21,2020,purchase
313772,29,2020,sale
312377,30,2020,sale
578925,18,2020,purchase
330356,22,2019,sale
315564,18,2020,sale
489462,7,2019,sale
444249,7,2020,sale
268004,7,2019,sale
132789,20,2019,sale
838489,30,2020,purchase
101814,6,2019,sale
732200,4,2020,purchase
164518,10,2019,sale
352595,22,2020,sale
480090,10,2019,sale
460975,18,2020,sale
717816,29,2020,purchase
349058,15,2019,sale
430105,12,2019,sale
724942,6,2020,purchase
458240,25,2019,sale
164419,2,2019,sale
576793,2,2020,purchase
907328,30,2020,purchase
131954,18,2019,sale
183508,15,2020,sale
250011,19,2020,sale
955072,19,2019,purchase
113832,16,2019,sale
665825,28,2020,purchase
377142,28,2020,sale
282241,29,2020,sale
211045,28,2019,sale
737566,5,2020,purchase
920899,5,2019,purchase
399598,30,2019,sale
472722,22,2020,sale
265004,3,2020,sale
293579,16,2019,sale
364473,3,2019,sale
739056,17,2019,purchase
338533,18,2019,sale
515049,12,2019,purchase
199823,1,2020,sale
129906,29,2019,sale
289203,20,2019,sale
378911,17,2020,sale
790257,6,2019,purchase
712288,30,2019,purchase
218796,8,2020,sale
230946,25,2019,sale
880218,7,2020,purchase
556499,9,2020,purchase
936027,25,2019,purchase
203327,16,2019,sale
296827,18,2020,sale
343557,3,2019,sale
137220,27,2019,sale
141218,19,2020,sale
372346,30,2020,sale
493315,2,2020,sale
178215,16,2020,sale
845449,29,2019,purchase
140303,5,2020,sale
749557,14,2020,purchase
147823,22,2019,sale
389778,12,2019,sale
160372,30,2020,sale
251950,8,2020,sale
103643,1,2019,sale
931922,29,2019,purchase
644225,6,2020,purchase
999858,14,2020,purchase
374201,1,2020,sale
983106,28,2019,purchase
397174,14,2020,sale
990648,16,2020,purchase
779786,1,2020,purchase
399661,17,2019,sale
788561,9,2020,purchase
110259,18,2019,sale
422680,12,2019,sale
177792,28,2020,sale
547187,8,2020,purchase
739284,7,2019,purchase
903132,6,2020,purchase
252830,11,2019,sale
137062,11,2019,sale
326171,12,2020,sale
945673,12,2019,purchase
178448,18,2019,sale
440473,4,2019,sale
120572,14,2019,sale
402810,3,2020,sale
166480,5,2019,sale
635352,5,2019,purchase
366796,24,2020,sale
589857,8,2020,purchase
544327,19,2019,purchase
564131,21,2020,purchase
631217,29,2019,purchase
862186,9,2019,purchase
516450,16,2019,purchase
494338,12,2020,sale
721788,20,2019,purchase
432368,18,2019,sale
663185,23,2019,purchase
348730,1,2019,sale
236782,27,2019,sale
398269,13,2019,sale
488642,29,2020,sale
619082,27,2019,purchase
605979,16,2019,purchase
350213,4,2020,sale
405632,20,2020,sale
325082,23,2019,sale
279533,5,2019,sale
902679,4,2019,purchase
379182,21,2019,sale
482182,22,2020,sale
193511,25,2020,sale
306996,28,2020,sale
364447,26,2019,sale
774650,8,2020,purchase
336894,26,2019,sale
263269,27,2020,sale
256840,4,2020,sale
789765,1,2019,purchase
462227,26,2020,sale
832306,8,2019,purchase
429117,20,2019,sale
100651,7,2020,sale
489511,30,2020,sale
481458,19,2020,sale
730317,26,2020,purchase
858424,14,2020,purchase
377975,29,2020,sale
768304,12,2019,purchase
445587,13,2019,sale
662434,23,2019,purchase
625347,16,2019,purchase
178593,30,2019,sale
301106,30,2019,sale
134910,11,2019,sale
234940,4,2020,sale
345988,27,2019,sale
424841,15,2019,sale
420325,3,2020,sale
984891,12,2019,purchase
799458,25,2020,purchase
239036,26,2020,sale
685455,20,2019,purchase
912102,11,2019,purchase
378624,22,2019,sale
707589,14,2020,purchase
575131,20,2019,purchase
480139,8,2020,sale
170966,29,2019,sale
561136,11,2020,purchase
126628,10,2020,sale
131954,27,2020,sale
138729,5,2019,sale
503617,18,2019,purchase
452882,15,2019,sale
169689,13,2020,sale
205178,11,2020,sale
176446,29,2019,sale
810687,11,2020,purchase
677120,2,2020,purchase
565454,17,2020,purchase
511316,17,2020,purchase
813721,1,2020,purchase
723117,2,2019,purchase
201759,23,2020,sale
119945,26,2020,sale
489104,16,2020,sale
560692,27,2019,purchase
696926,27,2020,purchase
394936,4,2019,sale
365008,29,2020,sale
900559,5,2020,purchase
406109,1,2019,sale
459252,23,2020,sale
610172,14,2019,purchase
688582,14,2019,purchase
954374,8,2019,purchase
638562,28,2019,purchase
520761,5,2020,purchase
531427,28,2020,purchase
158515,4,2019,sale
147383,23,2019,sale
283017,21,2020,sale
371796,19,2019,sale
685197,26,2019,purchase
250011,7,2019,sale
961577,22,2019,purchase
594314,11,2019,purchase
428625,16,2019,sale
965989,26,2020,purchase
117760,21,2020,sale
164320,17,2019,sale
743573,17,2020,purchase
484853,23,2019,sale
147241,25,2019,sale
295277,11,2019,sale
533123,15,2019,purchase
572640,17,2019,purchase
585433,15,2019,purchase
265535,6,2020,sale
890262,30,2019,purchase
438443,11,2020,sale
282241,3,2019,sale
137988,5,2020,sale
225360,9,2019,sale
113660,25,2020,sale
112145,22,2019,sale
997080,30,2019,purchase
454732,30,2019,sale
407082,30,2020,sale
345331,9,2020,sale
154290,8,2019,sale
740826,21,2019,purchase
234248,10,2020,sale
432973,4,2019,sale
590029,29,2020,purchase
613943,1,2020,purchase
686721,29,2020,purchase
182364,27,2019,sale
672533,1,2019,purchase
108107,22,2019,sale
344251,25,2019,sale
387202,30,2019,sale
536018,5,2020,purchase
877288,11,2019,purchase
339868,25,2019,sale
776717,27,2019,purchase
139530,25,2019,sale
954949,11,2019,purchase
864247,22,2019,purchase
309493,26,2019,sale
682078,21,2020,purchase
609649,15,2020,purchase
509993,10,2020,purchase
925896,2,2020,purchase
232544,8,2020,sale
211788,27,2020,sale
345331,24,2019,sale
983629,25,2019,purchase
919067,11,2019,purchase
110259,2,2020,sale
845327,28,2019,purchase
182293,18,2019,sale
533011,17,2019,purchase
127895,8,2019,sale
602766,19,2020,purchase
131097,9,2019,sale
152371,24,2020,sale
418291,1,2020,sale
799458,30,2019,purchase
482938,19,2020,sale
698296,11,2019,purchase
449701,11,2020,sale
957293,26,2019,purchase
175355,9,2020,sale
912412,20,2020,purchase
977216,4,2020,purchase
939383,28,2019,purchase
189185,5,2019,sale
346908,9,2020,sale
904740,24,2019,purchase
785985,10,2019,purchase
319039,14,2020,sale
864045,27,2019,purchase
786621,20,2020,purchase
267672,22,2019,sale
281280,24,2020,sale
109674,4,2019,sale
892279,27,2019,purchase
389699,30,2020,sale
283466,11,2019,sale
900057,16,2019,purchase
253989,23,2019,sale
719664,5,2019,purchase
423236,20,2019,sale
492282,4,2019,sale
377142,2,2019,sale
230217,20,2020,sale
741323,27,2019,purchase
662136,28,2019,purchase
154403,13,2019,sale
880218,15,2019,purchase
694265,19,2020,purchase
138314,10,2019,sale
101370,11,2020,sale
438251,8,2020,sale
399597,13,2020,sale
279527,12,2019,sale
210780,29,2020,sale
850012,20,2020,purchase
845515,7,2020,purchase
652490,17,2020,purchase
399597,19,2019,sale
152370,22,2020,sale
427501,13,2019,sale
492622,13,2019,sale
703527,25,2020,purchase
102150,5,2020,sale
567635,13,2020,purchase
105409,25,2019,sale
934686,6,2019,purchase
673451,19,2019,purchase
277461,29,2020,sale
783398,11,2019,purchase
368321,23,2020,sale
541295,30,2020,purchase
978939,26,2019,purchase
514073,9,2019,purchase
538753,7,2019,purchase
129906,9,2020,sale
761764,12,2019,purchase
518340,11,2019,purchase
365996,5,2020,sale
296532,19,2019,sale
665825,24,2019,purchase
371255,26,2019,sale
700629,27,2019,purchase
115659,20,2020,sale
451253,25,2020,sale
263598,22,2020,sale
284802,14,2019,sale
359607,7,2020,sale
969291,1,2020,purchase
618466,11,2019,purchase
605324,15,2019,purchase
956755,7,2020,purchase
203671,16,2020,sale
706995,30,2020,purchase
178448,18,2020,sale
991148,6,2019,purchase
476658,29,2020,sale
134650,19,2019,sale
374834,7,2020,sale
391189,5,2020,sale
698233,26,2020,purchase
770800,15,2020,purchase
413022,22,2019,sale
218796,24,2019,sale
702058,29,2019,purchase
838597,18,2020,purchase
167394,22,2020,sale
154844,1,2020,sale
307315,5,2019,sale
160022,9,2019,sale
734214,5,2019,purchase
122456,19,2019,sale
159562,4,2019,sale
443308,27,2019,sale
168738,20,2020,sale
427076,5,2020,sale
334418,28,2020,sale
198589,7,2020,sale
932762,1,2020,purchase
795718,25,2020,purchase
186497,16,2020,sale
686721,11,2019,purchase
447327,16,2019,sale
160484,13,2020,sale
243114,8,2020,sale
453027,4,2020,sale
912102,23,2020,purchase
197210,2,2020,sale
223296,2,2019,sale
205902,16,2020,sale
346824,15,2020,sale
792198,13,2020,purchase
897417,25,2020,purchase
394340,9,2019,sale
218117,8,2019,sale
280106,23,2019,sale
998438,15,2019,purchase
230379,15,2020,sale
857740,3,2019,purchase
211473,26,2019,sale
220246,23,2020,sale
532698,25,2020,purchase
435398,9,2019,sale
217176,5,2020,sale
844245,16,2019,purchase
682208,10,2020,purchase
970974,7,2019,purchase
610428,22,2019,purchase
605462,6,2019,purchase
788400,11,2020,purchase
464361,25,2019,sale
119164,11,2019,sale
235169,21,2020,sale
621003,15,2020,purchase
236517,8,2020,sale
655563,13,2019,purchase
251746,28,2019,sale
456434,24,2020,sale
315582,18,2019,sale
990648,18,2019,purchase
409852,15,2019,sale
388994,27,2020,sale
252830,16,2020,sale
577322,28,2019,purchase
930346,12,2019,purchase
227590,1,2020,sale
300872,20,2020,sale
852055,8,2019,purchase
157332,2,2020,sale
984669,1,2019,purchase
847388,7,2019,purchase
635352,1,2020,purchase
346824,3,2019,sale
332778,28,2020,sale
657604,13,2020,purchase
119945,3,2019,sale
951040,21,2019,purchase
933254,20,2019,purchase
667607,3,2020,purchase
781943,19,2020,purchase
333586,3,2019,sale
501976,29,2020,purchase
444249,28,2019,sale
430369,7,2019,sale
466506,28,2020,sale
130800,19,2020,sale
465891,3,2019,sale
924843,22,2020,purchase
644647,23,2019,purchase
201464,7,2019,sale
430449,16,2020,sale
355891,28,2019,sale
452613,12,2019,sale
845515,16,2019,purchase
323173,1,2020,sale
447845,12,2020,sale
124828,2,2019,sale
660999,10,2020,purchase
790414,20,2019,purchase
505279,29,2019,purchase
319082,15,2020,sale
954266,28,2019,purchase
560868,2,2020,purchase
702901,23,2019,purchase
227476,4,2020,sale
902804,8,2020,purchase
764663,19,2019,purchase
113436,6,2019,sale
857505,28,2020,purchase
377931,30,2019,sale
367376,6,2019,sale
477855,13,2020,sale
474675,7,2020,sale
485588,5,2019,sale
334781,12,2019,sale
182057,22,2019,sale
236872,23,2020,sale
242637,26,2019,sale
540753,12,2020,purchase
265165,14,2020,sale
554658,14,2019,purchase
880491,28,2019,purchase
390224,27,2020,sale
454886,16,2020,sale
622511,27,2019,purchase
206316,8,2020,sale
280194,12,2019,sale
342340,14,2020,sale
101370,8,2019,sale
418160,9,2019,sale
878601,10,2020,purchase
303660,7,2019,sale
442945,28,2020,sale
828722,28,2020,purchase
652263,13,2020,purchase
724606,27,2020,purchase
455977,20,2020,sale
806052,1,2019,purchase
730704,3,2019,purchase
964858,21,2019,purchase
885964,27,2020,purchase
480962,13,2019,sale
973074,27,2020,purchase
990331,1,2019,purchase
939193,20,2019,purchase
853210,4,2019,purchase
390034,4,2020,sale
698296,4,2020,purchase
605979,2,2020,purchase
449701,5,2019,sale
652398,1,2020,purchase
598350,21,2020,purchase
340256,10,2020,sale
731421,7,2019,purchase
382578,8,2020,sale
688266,6,2020,purchase
790414,25,2020,purchase
418254,16,2020,sale
209685,22,2019,sale
475761,7,2020,sale
784399,13,2020,purchase
549385,4,2019,purchase
173578,26,2019,sale
518340,27,2020,purchase
336678,7,2020,sale
309711,25,2020,sale
361256,25,2020,sale
845098,5,2019,purchase
113660,25,2019,sale
753934,12,2020,purchase
928297,8,2020,purchase
545564,10,2019,purchase
313702,3,2019,sale
408422,24,2019,sale
895429,11,2020,purchase
853821,12,2020,purchase
613830,1,2020,purchase
836956,14,2020,purchase
876781,6,2019,purchase
136511,8,2020,sale
380027,27,2019,sale
205745,25,2020,sale
458736,24,2019,sale
869344,3,2019,purchase
487581,4,2019,sale
417763,4,2019,sale
934157,19,2020,purchase
110139,27,2019,sale
153278,1,2020,sale
473298,2,2020,sale
467511,30,2019,sale
748006,15,2020,purchase
938081,3,2019,purchase
159354,14,2019,sale
769494,14,2019,purchase
933175,25,2020,purchase
108861,4,2019,sale
802045,17,2020,purchase
774650,30,2019,purchase
172181,15,2019,sale
417377,7,2020,sale
134158,20,2020,sale
996397,1,2019,purchase
508562,4,2019,purchase
372629,1,2019,sale
141635,25,2020,sale
606008,27,2019,purchase
157277,6,2020,sale
867754,11,2019,purchase
644647,12,2020,purchase
876446,2,2019,purchase
478329,22,2020,sale
709552,22,2020,purchase
335631,5,2020,sale
815067,6,2020,purchase
170616,26,2020,sale
179255,12,2020,sale
560462,30,2019,purchase
700460,14,2019,purchase
895204,1,2019,purchase
895094,15,2019,purchase
466926,28,2020,sale
381995,9,2019,sale
351061,27,2019,sale
821724,26,2019,purchase
513613,29,2020,purchase
850537,5,2020,purchase
237931,2,2019,sale
841777,26,2019,purchase
376938,8,2020,sale
292353,16,2019,sale
438664,23,2020,sale
205745,17,2019,sale
746044,22,2019,purchase
195724,4,2020,sale
410623,28,2019,sale
146990,29,2019,sale
492049,16,2019,sale
397839,14,2020,sale
880759,7,2019,purchase
189837,15,2020,sale
333872,13,2020,sale
897355,18,2019,purchase
268616,15,2020,sale
896069,23,2020,purchase
386839,14,2020,sale
283713,29,2020,sale
134062,29,2019,sale
542801,27,2020,purchase
988921,26,2019,purchase
770118,2,2020,purchase
366402,5,2019,sale
144028,14,2020,sale
497472,28,2019,sale
670836,24,2020,purchase
700958,28,2020,purchase
857634,6,2019,purchase
781093,5,2019,purchase
291896,4,2019,sale
892348,26,2019,purchase
740594,22,2020,purchase
330935,3,2020,sale
560868,9,2019,purchase
147129,3,2020,sale
259940,19,2019,sale
133213,15,2019,sale
972679,4,2019,purchase
123188,6,2019,sale
189965,23,2020,sale
994438,28,2020,purchase
102573,1,2019,sale
138329,24,2019,sale
380088,11,2019,sale
171263,15,2020,sale
450606,13,2020,sale
388335,20,2020,sale
685823,24,2019,purchase
309192,29,2019,sale
654460,24,2019,purchase
185067,26,2019,sale
190267,24,2019,sale
999661,6,2019,purchase
131865,20,2019,sale
334781,11,2020,sale
175888,19,2019,sale
430087,19,2020,sale
466531,12,2020,sale
280873,23,2019,sale
574699,25,2019,purchase
807421,30,2020,purchase
395502,29,2020,sale
271924,16,2019,sale
921381,17,2019,purchase
749557,2,2019,purchase
422548,10,2020,sale
726172,24,2020,purchase
138928,14,2020,sale
551301,26,2019,purchase
618984,26,2020,purchase
318597,16,2020,sale
100084,6,2020,sale
912156,17,2019,purchase
368643,21,2019,sale
828252,10,2020,purchase
658484,10,2019,purchase
617136,21,2019,purchase
198363,7,2020,sale
267894,27,2020,sale
372198,28,2020,sale
707233,3,2019,purchase
549148,14,2020,purchase
958005,22,2020,purchase
951372,12,2020,purchase
805108,26,2020,purchase
810764,6,2020,purchase
142183,3,2020,sale
318185,5,2020,sale
685197,20,2020,purchase
285678,10,2019,sale
410623,5,2020,sale
685455,6,2020,purchase
289951,23,2019,sale
821618,19,2019,purchase
336942,12,2020,sale
301490,25,2019,sale
184711,8,2020,sale
106391,8,2020,sale
660999,10,2019,purchase
204775,7,2019,sale
804442,10,2019,purchase
650511,4,2020,purchase
721516,5,2020,purchase
214141,18,2019,sale
994135,18,2020,purchase
236782,12,2020,sale
182022,28,2019,sale
111518,4,2019,sale
362221,9,2019,sale
681504,30,2019,purchase
420567,17,2020,sale
903646,22,2019,purchase
848927,15,2019,purchase
118435,15,2019,sale
486361,23,2019,sale
384148,4,2019,sale
815447,14,2020,purchase
209272,14,2019,sale
870144,19,2020,purchase
316235,21,2020,sale
846595,26,2020,purchase
811969,3,2019,purchase
446743,19,2019,sale
167188,23,2020,sale
807147,17,2020,purchase
790796,11,2020,purchase
992179,29,2020,purchase
254270,25,2020,sale
788688,4,2020,purchase
211809,19,2020,sale
171263,2,2019,sale
472195,7,2020,sale
281254,10,2019,sale
279791,12,2019,sale
455487,21,2020,sale
865605,10,2019,purchase
940807,12,2020,purchase
162837,29,2020,sale
379338,19,2019,sale
898608,13,2020,purchase
472195,8,2019,sale
666148,8,2019,purchase
430369,26,2020,sale
741344,13,2019,purchase
421584,11,2020,sale
835876,10,2019,purchase
399598,5,2020,sale
458333,1,2019,sale
669308,6,2020,purchase
755013,25,2019,purchase
555938,12,2019,purchase
331530,27,2020,sale
471827,26,2020,sale
482938,28,2019,sale
160409,17,2020,sale
476199,28,2020,sale
625834,20,2020,purchase
661386,5,2020,purchase
126628,25,2019,sale
270003,6,2020,sale
568734,19,2020,purchase
461830,15,2020,sale
133561,21,2020,sale
152522,28,2020,sale
921770,9,2020,purchase
779786,16,2019,purchase
591767,21,2019,purchase
123188,14,2020,sale
166480,23,2020,sale
432548,3,2020,sale
185802,30,2020,sale
712696,3,2019,purchase
571584,12,2019,purchase
555302,12,2020,purchase
670633,14,2020,purchase
457924,20,2020,sale
219819,10,2019,sale
509217,17,2019,purchase
219017,28,2019,sale
306792,17,2020,sale
173131,21,2019,sale
517272,24,2019,purchase
990090,27,2020,purchase
746044,9,2020,purchase
918934,19,2019,purchase
492519,10,2020,sale
618466,13,2020,purchase
543226,30,2020,purchase
548073,25,2019,purchase
919423,18,2020,purchase
319471,8,2020,sale
265549,12,2020,sale
579646,26,2020,purchase
369136,28,2020,sale
478623,1,2019,sale
463710,24,2020,sale
893743,1,2019,purchase
924843,30,2019,purchase
467259,20,2019,sale
271924,3,2020,sale
657604,8,2019,purchase
318773,1,2020,sale
311408,23,2019,sale
251689,3,2019,sale
846327,11,2019,purchase
724831,20,2019,purchase
726213,24,2019,purchase
483022,15,2020,sale
417763,12,2020,sale
964300,26,2019,purchase
403115,8,2019,sale
330089,27,2019,sale
509613,21,2020,purchase
389778,21,2020,sale
733371,16,2019,purchase
404665,6,2020,sale
316979,2,2020,sale
588661,29,2020,purchase
939193,15,2020,purchase
910851,13,2019,purchase
668534,25,2020,purchase
761003,30,2020,purchase
471840,8,2020,sale
284311,10,2019,sale
319347,7,2019,sale
200730,29,2019,sale
382412,28,2020,sale
293314,30,2019,sale
620520,14,2020,purchase
663677,18,2020,purchase
450101,5,2019,sale
245565,27,2019,sale
990903,26,2020,purchase
730317,27,2019,purchase
